timestamp,external-temperature,longitude,latitude,altitude
2010-03-06 00:00:00,7.0,-111.42416870027805,56.8443051009922,198.97
2010-03-06 03:00:00,5.013783533765032,-111.42461149394207,56.844403816101625,209.18577335800185
2010-03-06 06:00:00,2.014722222222222,-111.42485973482647,56.84460865532506,207.90814166666667
2010-03-06 09:00:00,0.3376888147530349,-111.42525861812507,56.84466620794892,210.10042906125474
2010-03-06 12:00:00,-0.662653949439763,-111.42513017431294,56.84419853364812,214.48048986017224
2010-03-06 15:00:00,1.6497593483894852,-111.42468054304656,56.843416904529356,199.04359959274345
2010-03-06 18:00:00,8.295576531556543,-111.4245728044266,56.843195947770695,210.21138534147696
2010-03-06 21:00:00,11.0,-111.42452191644202,56.84334703646486,220.82161203703703
2010-03-07 00:00:00,11.0,-111.42437658057833,56.8431890645009,234.78900555555555
2010-03-07 03:00:00,7.688444073765175,-111.42376104643377,56.84230053832978,225.43727550736725
2010-03-07 06:00:00,4.674814814814814,-111.42347507092704,56.84196821096401,214.88043703703704
2010-03-07 09:00:00,2.018277485461091,-111.42377129712048,56.84223348566027,205.46961137265762
2010-03-07 12:00:00,1.0,-111.42394467274067,56.84240321965561,223.65553130224782
2010-03-07 15:00:00,1.6626238311267474,-111.42376284100801,56.84265634607611,222.53352097028053
2010-03-07 18:00:00,10.613703703703704,-111.4236067568513,56.842758219973824,220.3075851851852
2010-03-07 21:00:00,15.0,-111.39679887578454,56.839788435893794,287.99866260275235
2010-03-08 00:00:00,13.014574823616785,-111.37677954977961,56.83723545163187,323.2845209803193
2010-03-08 03:00:00,8.686574074074073,-111.37341635225083,56.83668894535937,324.6932824074074
2010-03-08 06:00:00,5.012864414622859,-111.37307884823042,56.83665870215715,325.7019925960204
2010-03-08 09:00:00,2.672852106142141,-111.37306315689688,56.83665905003737,321.3055390610503
2010-03-08 12:00:00,2.0,-111.37344247119253,56.83657825818098,325.96585320761693
2010-03-08 15:00:00,4.650615797759052,-111.37354267830442,56.83651326207714,327.1413130845449
2010-03-08 18:00:00,8.651231709575846,-111.37336846301498,56.83644225177443,326.33419707353215
2010-03-08 21:00:00,8.674995372940959,-111.37263469056778,56.83641570865446,323.08511290024063
2010-03-09 00:00:00,6.012319377547239,-111.37284103320899,56.83704504646704,323.1685429788811
2010-03-09 03:00:00,4.337376168873252,-111.373194564439,56.837021195580554,330.09349319507453
2010-03-09 06:00:00,2.0127742293807276,-111.37358080265719,56.836926088786214,324.170987688605
2010-03-09 09:00:00,1.6625602074842534,-111.37367772950901,56.83676230106549,324.19154223786586
2010-03-09 12:00:00,-1.3118926422952342,-111.37369230889594,56.8366001102688,330.75597501156875
2010-03-09 15:00:00,-1.6727289598218429,-111.3742579782205,56.83650121734332,327.64073397049276
2010-03-09 18:00:00,3.6508936012593756,-111.37496539101612,56.83626604602166,326.83035744050375
