name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"trento, italy",2007-12-27T00:00:00,-2.9,-5.8,-17.9,30.49,0,0,,0,42.82,,7.3,32,1031.2,50,39.2,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-12-27T01:00:00,-2.9,-7.4,-17.8,30.83,0,0,,0,42.74,,12.4,22,,51.8,38.1,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-12-27T02:00:00,-2.9,-7,-16.6,33.89,0,0,,0,42.65,,10.8,23,1031.2,60,39.2,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-12-27T03:00:00,-3.3,-5.5,-16.2,36.29,0,0,,0,42.57,,5.2,12,1031.2,60,39.2,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-12-27T04:00:00,-3.4,-7,-16.6,35.28,0,0,,0,42.49,,8.8,9,,61.5,38.1,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-12-27T05:00:00,-4,-8.7,-16.4,37.47,0,0,,0,42.41,,12.3,21,1027.9,30,38.1,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-12-27T06:00:00,-3.8,-8.8,-14.9,42.12,0,0,,0,42.33,,13.3,9,1030.4,0,45.7,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2007-12-27T07:00:00,-3.6,-7.6,-14.8,41.55,0,0,,0,42.25,,10.1,21,1033.9,11.3,45.7,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2007-12-27T08:00:00,-3.3,-7.2,-14.6,41.41,0,0,,0,42.16,,9.8,16,1031,9.8,62.2,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16020099999,16021099999,16094099999"
"trento, italy",2007-12-27T09:00:00,-3.3,-7.2,-14.2,42.9,0,0,,0,42.12,,9.7,14,1031.7,9.8,62.3,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16020099999,16021099999,16094099999"
"trento, italy",2007-12-27T10:00:00,-2.9,-6.3,-13.7,43.23,0,0,,0,42.08,,8.3,19,1034.9,9.5,64.5,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16020099999,16021099999,16094099999"
