name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"trento, Italy",2007-04-25T00:00:00,7.2,4.5,1.3,66.14,0,0,,0,10,,14.7,31,1015.9,99.8,19.8,,,,,Overcast,cloudy,"16022099999,16090099999"
"trento, Italy",2007-04-25T01:00:00,7.4,5,1.5,66.26,0,0,,0,10,,12.8,39,1015.9,99.8,19.8,,,,,Overcast,cloudy,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-25T02:00:00,6.9,4.5,1,65.89,0,0,,0,10,,12.6,31,,98.4,19.8,,,,,Overcast,cloudy,"16022099999,16090099999,16021099999"
"trento, Italy",2007-04-25T03:00:00,6.6,4.4,1.1,67.91,0,0,,0,10,,11,31,1015.9,99.8,19.8,,,,,Overcast,cloudy,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-25T04:00:00,6.6,3.8,0.5,64.86,0,0,,0,10,,14.5,42,1015.9,99.8,19.8,,,,,Overcast,cloudy,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-25T05:00:00,6.5,4,-0.1,62.81,0,0,,0,10,,12.2,32,,60,19.8,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999,16021099999"
"trento, Italy",2007-04-25T06:00:00,6.1,3.8,-0.1,64.36,0,0,,0,10,,10.8,31,1018.9,41,19.5,,,,,Partially cloudy,partly-cloudy-night,"16022099999,16090099999,16021099999"
"trento, Italy",2007-04-25T07:00:00,7.1,7.1,1.4,67.37,0,0,,0,10,,0.2,100,1018.2,90,46.6,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T08:00:00,7.8,7.8,1.8,65.84,51.966,100,rain,0,10,,0.2,76,,87.6,37.6,,,,,"Rain, Partially cloudy",rain,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T09:00:00,8.8,8.8,4.2,73.18,0,0,,0,10,,0.1,87,1018.8,51.9,2.7,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T10:00:00,9.1,9.1,5.5,78.02,0,0,,0,10,,0.6,53,1018.8,59.6,2.7,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T11:00:00,9,9,5.3,77.83,0,0,,0,10,,0.6,88,,57.5,6.3,,,,,Partially cloudy,partly-cloudy-day,"16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T12:00:00,9.6,9.6,5.9,78.16,0,0,,0,10,,0.8,56,1016.9,79.1,8.1,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16094099999"
"trento, Italy",2007-04-25T13:00:00,9.7,9.7,6.2,79.03,0,0,,0,10,,4,328,1018.2,78.6,11.9,,,,,Partially cloudy,partly-cloudy-day,"16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T14:00:00,11,11,6.7,74.95,0,0,,0,10,,7.8,213,,41.5,12.7,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T15:00:00,12,12,7.6,74.72,0,0,,0,10,,10.8,224,1017.2,52.1,10.1,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T16:00:00,12.6,12.6,8,73.45,0,0,,0,10,,11.3,224,1016.6,40.8,10.1,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T17:00:00,11.5,11.5,7,73.91,0,0,,0,10,,16.3,202,,42,10.4,,,,,Partially cloudy,partly-cloudy-day,"16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T18:00:00,11,11,6.6,74.32,0,0,,0,10,,14.5,227,1016.2,32.7,14.5,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T19:00:00,10.3,10.3,6.7,78.72,0,0,,0,10,,16,193,1016.2,33.8,14.4,,,,,Partially cloudy,partly-cloudy-day,"16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T20:00:00,8.2,5.8,6.8,91.12,51.966,100,rain,0,10,,13.6,195,,50.4,2.7,,,,,"Rain, Partially cloudy",rain,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, Italy",2007-04-25T21:00:00,6.6,3.4,6.2,97.46,0,0,,0,10,,17.8,208,1014.9,30,1.2,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-25T22:00:00,6.5,3.5,6.3,98,0,0,,0,10,,16,208,1015.9,30,0.2,,,,,Partially cloudy,fog,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-25T23:00:00,6.1,3.6,5.9,98.72,0,0,,0,10,,12.4,196,,52.9,0.5,,,,,Partially cloudy,fog,"16022099999,16090099999,16021099999"
"trento, Italy",2007-04-26T00:00:00,5.7,3,5,95.38,0,0,,0,10,,12.6,207,1016.9,50,1.2,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-26T01:00:00,5.7,2.4,5.4,98.25,0,0,,0,10,,16.1,198,1016.9,90,0.2,,,,,Partially cloudy,fog,"16089099999,16022099999,16090099999"
"trento, Italy",2007-04-26T02:00:00,5.4,2.1,5,97.33,0,0,,0,10,,15.7,186,1020.9,50,0.5,,,,,Partially cloudy,fog,"16089099999,16022099999,16090099999,16021099999"
"trento, Italy",2007-04-26T03:00:00,4.9,0.5,4.5,97.51,0,0,,0,10,,23.6,206,1018,50,0.2,,,,,Partially cloudy,fog,"16089099999,16022099999,16090099999"
