name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"trento, italy",2007-03-15T00:00:00,2.1,-1.3,-1.8,74.86,0,0,,0,38.33,,12.6,98,1027.1,0,29.6,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-03-15T01:00:00,2.1,-1.3,-1.3,77.92,0,0,,0,38.29,,12.2,173,,0,29.6,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-03-15T02:00:00,1.3,-1.9,-3.8,68.69,0,0,,0,38.25,,10.9,176,1027.1,0,29.6,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-03-15T03:00:00,1.1,-1.7,-5.4,61.64,0,0,,0,38.21,,9,180,1027.1,0,29.6,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2007-03-15T04:00:00,1.1,-2.1,-3.9,69.24,0,0,,0,38.17,,10.4,202,,0,29.6,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-03-15T05:00:00,1.1,-3.4,-4.4,66.7,0,0,,0,38.13,,17.1,202,1027.7,0,28.9,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-03-15T06:00:00,0.9,-3.1,-4.6,66.54,0,0,,0,38.08,,14,196,1027.7,0,28.9,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2007-03-15T07:00:00,0.9,-4.3,-3.3,73.59,0,0,,0,38.04,,22.1,215,,0,38.5,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, italy",2007-03-15T08:00:00,0.6,-3.7,-2.8,78.28,0,0,,0,38,,15.1,214,1027.1,0,37.6,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, italy",2007-03-15T09:00:00,1.7,-1.7,-2.2,75.34,0,0,,0,37.96,,11.8,223,1027.3,0,37.6,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, italy",2007-03-15T10:00:00,2.7,1.5,-1.9,71.5,0,0,,0,37.92,,5.1,213,,0,39.3,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, italy",2007-03-15T11:00:00,3.2,2,-1.5,71.26,0,0,,0,37.88,,5.1,218,1027.1,0,37.6,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
"trento, italy",2007-03-15T12:00:00,3.7,3.7,-0.8,72.39,0,0,,0,37.83,,3.4,191,1027.1,0,37.6,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16021099999,16094099999"
