name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"trento, italy",2008-04-26T00:00:00,-0.4,-7.6,-7.3,59.76,0,0,,0,146.43,,36,1,1024,0,59,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2008-04-26T01:00:00,-0.5,-7.8,-7.3,59.86,0,0,,0,146.39,,37.7,1,1024,0,59,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2008-04-26T02:00:00,-0.7,-7.6,-7.1,62.05,0,0,,0,146.35,,32.4,1,,0,57.7,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2008-04-26T03:00:00,-0.9,-7.1,-7.4,61.75,0,0,,0,146.31,,25,358,1025.1,0,59,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2008-04-26T04:00:00,-1.7,-9.3,-7.3,65.75,0,0,,0,146.27,,35.7,357,1025.1,0,59,,,,,Clear,clear-night,"16089099999,16022099999,16090099999"
"trento, italy",2008-04-26T05:00:00,-1.9,-7.9,-6.9,68.64,0,0,,0,146.23,,21.8,358,,0,67.1,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16021099999"
"trento, italy",2008-04-26T06:00:00,-1.9,-7.2,-7.1,67.74,0,0,,0,146.18,,17.2,1,1025.7,0,63.8,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T07:00:00,-1.9,-6.6,-7.5,65.51,0,0,,0,146.14,,14.6,349,1025.7,0,36.9,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T08:00:00,-1.3,-6.3,-6.7,66.49,0,0,,0,146.1,,16.8,358,1027.1,0,38.2,,,,,Clear,clear-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T09:00:00,-0.9,-5.3,-6.5,65.96,0,0,,0,145.94,,13.7,12,1025.9,30,36.9,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T10:00:00,-0.2,-5.2,-6.4,62.94,0,0,,0,145.78,,18.5,358,1025.9,39.6,36.9,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T11:00:00,0.6,-3.9,-5.4,63.89,0,0,,0,145.61,,16.6,13,1026.1,39.9,56.3,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T12:00:00,1.3,-2.5,-5.6,60.09,0,0,,0,145.45,,13.6,2,1025.8,40.2,54.9,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T13:00:00,20,20,5,37.33,0,0,,0,145.29,,5,184,1025.4,30,10.3,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16090099999,16020099999"
"trento, italy",2008-04-26T14:00:00,20.4,20.4,2.3,30.12,0,0,,0,145.12,,9.3,231,1024,32.6,13.4,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16090099999,16020099999"
"trento, italy",2008-04-26T15:00:00,21.8,21.8,3.1,29.35,0,0,,0,144.96,,7.5,349,1023.6,35.3,11,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16090099999,16020099999"
"trento, italy",2008-04-26T16:00:00,4.7,4.7,-5.6,47.46,0,0,,0,144.8,,1.3,82,1024.1,59.3,45.9,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T17:00:00,4.8,4.8,-6,45.6,0,0,,0,144.63,,1.3,43,1022,41,56.4,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T18:00:00,21.6,21.6,0.2,24.07,0,0,,0,144.47,,12.8,59,1022.5,35.3,11,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16090099999,16020099999"
"trento, italy",2008-04-26T19:00:00,4.4,4.4,-6,47.05,0,0,,0,144.31,,1.8,52,1023,41.4,45.9,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T20:00:00,3.8,2.1,-4.6,54.31,0,0,,0,144.14,,6.5,8,1023,58.8,29.5,,,,,Partially cloudy,partly-cloudy-day,"16089099999,16022099999,16090099999,16020099999,16021099999"
"trento, italy",2008-04-26T21:00:00,3.1,3.1,-2,69.45,0,0,,0,143.98,,3.8,10,1024,50,24,,,,,Partially cloudy,partly-cloudy-night,"16089099999,16022099999,16090099999,16020099999"
"trento, italy",2008-04-26T22:00:00,2.7,2.7,-1.3,74.94,0,0,,0,143.82,,0.3,100,1025.1,11.8,37.9,,,,,Clear,clear-night,"16089099999,16022099999,16090099999,16020099999"
