Model_Name,loss,mean_absolute_error,mean_squared_error,mae_longitude,mae_latitude,mse_longitude,mse_latitude
Future-Prediction Regressive Model,0.794944167137146,0.6823398470878601,0.794944167137146,0.6560176842783598,0.7086618855622127,0.7893519249320321,0.8005366977928302
Past-Prediction Regressive Model,1.9726454019546509,1.0938860177993774,1.9726454019546509,0.9119562652047728,1.3292424921057242,1.5500640952144362,2.6105455298283995
