Model_Name,loss,mean_absolute_error,mean_squared_error,mae_longitude,mae_latitude,mse_longitude,mse_latitude
Future-Prediction Regressive Model,0.9416094422340393,0.670155942440033,0.9416094422340393,0.6570479783950133,0.6832637158792875,1.1379402448617189,0.7452785722504315
Past-Prediction Regressive Model,1.0937927961349487,0.7600339651107788,1.0937927961349487,0.6823927561380604,1.063529422403214,1.1212919289910381,1.6633304951238157
