event-id,visible,timestamp,location-long,location-lat,comments,external-temperature,height-above-ellipsoid,manually-marked-outlier,tag-tech-spec,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
181884097,true,2006-04-20 00:01:22.000,11.0538304,46.0157021,"",16.0,1580.53,,"4.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884098,true,2006-04-20 04:02:03.000,11.0568346,46.0152778,"",16.0,1566.3,,"3.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884099,true,2006-04-20 08:03:07.000,,,"",20.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884100,true,2006-04-20 12:01:52.000,11.0510899,46.0076325,"",22.0,1562.6,,"5.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884101,true,2006-04-20 16:01:06.000,11.0534177,46.0078547,"",23.0,1558.21,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884102,true,2006-04-20 20:01:23.000,11.0526506,46.0085284,"",17.0,1570.68,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884103,true,2006-04-21 00:01:18.000,11.051228,46.0074493,"",12.0,1575.31,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884104,true,2006-04-21 04:01:42.000,11.0557081,46.0076459,"",14.0,1518.07,,"4.2",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884105,true,2006-04-21 08:01:01.000,11.0534241,46.00754,"",23.0,1555.85,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884106,true,2006-04-21 12:02:22.000,11.0521634,46.0075822,"",22.0,1559.65,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884107,true,2006-04-21 16:00:54.000,11.0518602,46.0075255,"",22.0,1568.52,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884108,true,2006-04-21 20:02:11.000,11.0527266,46.0085023,"",18.0,1569.32,,"2.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884109,true,2006-04-22 00:01:54.000,11.0523834,46.0093379,"",12.0,1568.59,,"2.8",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884110,true,2006-04-22 04:01:23.000,11.0505617,46.0072931,"",16.0,1607.36,,"6.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884111,true,2006-04-22 08:00:54.000,11.0565073,46.0095951,"",21.0,1534.04,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884112,true,2006-04-22 12:01:17.000,11.0528861,46.0100875,"",22.0,1563.19,,"4.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884113,true,2006-04-22 16:00:57.000,11.0545067,46.0093951,"",23.0,1556.89,,"5",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884114,true,2006-04-22 20:03:05.000,,,"",18.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884115,true,2006-04-23 00:00:42.000,11.0518582,46.0079564,"",17.0,1566.75,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884116,true,2006-04-23 04:00:42.000,11.0512533,46.0074281,"",11.0,1573.42,,"3",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884117,true,2006-04-23 08:01:17.000,11.0486898,46.0095434,"",20.0,1591.01,,"7",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884118,true,2006-04-23 12:00:55.000,11.0486982,46.0095071,"",23.0,1604.63,,"4.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884119,true,2006-04-23 16:01:48.000,11.0549665,46.0099074,"",24.0,1593.64,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884120,true,2006-04-23 20:00:53.000,11.0553674,46.0098674,"",16.0,1547.89,,"2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884121,true,2006-04-24 00:00:56.000,11.05102,46.0107391,"",14.0,1569.7,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884122,true,2006-04-24 04:00:48.000,11.0495699,46.0113603,"",16.0,1590.59,,"2.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884123,true,2006-04-24 08:00:49.000,11.0544567,46.0098667,"",23.0,1564.65,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884124,true,2006-04-24 12:01:23.000,11.0559565,46.0077458,"",26.0,1537.92,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884125,true,2006-04-24 16:03:04.000,11.0569752,46.0108527,"",22.0,1539.44,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884126,true,2006-04-24 20:02:09.000,11.0511138,46.0077638,"",19.0,1541.56,,"10.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884127,true,2006-04-25 00:01:36.000,11.0507651,46.0074651,"",17.0,1586.12,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884128,true,2006-04-25 04:01:21.000,11.0510596,46.0072208,"",14.0,1577.6,,"4.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884129,true,2006-04-25 08:01:17.000,11.0551796,46.0101315,"",27.0,1565.42,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884130,true,2006-04-25 12:01:52.000,11.0548934,46.010121,"",26.0,1562.37,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884131,true,2006-04-25 16:01:20.000,11.0559952,46.0105868,"",24.0,1565.2,,"5",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884132,true,2006-04-25 20:01:47.000,11.0520859,46.0099979,"",17.0,1611.72,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884133,true,2006-04-26 00:00:54.000,11.0517889,46.0092972,"",16.0,1572.96,,"7.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884134,true,2006-04-26 04:00:53.000,11.0554938,46.0087709,"",16.0,1544.66,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884135,true,2006-04-26 08:01:46.000,11.05572,46.0108292,"",25.0,1547.52,,"6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884136,true,2006-04-26 12:01:46.000,11.0559546,46.0109624,"",21.0,1541.57,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884137,true,2006-04-26 16:01:54.000,11.0561723,46.0093978,"",19.0,1552.43,,"3.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884138,true,2006-04-26 20:01:22.000,11.0487781,46.0125675,"",17.0,1558.34,,"4.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884139,true,2006-04-27 00:01:20.000,11.0567927,46.0082653,"",18.0,1555.83,,"10",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884140,true,2006-04-27 04:01:12.000,11.0519221,46.0079029,"",16.0,1576.66,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884141,true,2006-04-27 08:02:16.000,11.056845,46.0096953,"",21.0,1570.54,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884142,true,2006-04-28 16:03:01.000,11.0631095,46.007891,"",20.0,1593.23,,"6.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884143,true,2006-04-28 20:00:55.000,11.0522367,46.0084152,"",19.0,1591.17,,"6.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884144,true,2006-04-29 00:03:11.000,,,"",15.0,,,"25.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884145,true,2006-04-29 04:00:53.000,11.0495768,46.0099018,"",16.0,1591.46,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884146,true,2006-04-29 08:03:09.000,,,"",19.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884147,true,2006-04-29 12:00:54.000,11.052958,46.0069141,"",23.0,1539.63,,"8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884148,true,2006-04-29 16:00:48.000,11.0531626,46.0070853,"",22.0,1547.67,,"4.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884149,true,2006-05-02 04:01:18.000,11.0511211,46.0108122,"",21.0,1572.98,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884150,true,2006-05-02 08:01:54.000,11.0566339,46.0082827,"",21.0,1573.43,,"5.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884151,true,2006-05-02 12:00:46.000,11.0515582,46.0066229,"",26.0,1569.49,,"2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884152,true,2006-05-02 16:01:18.000,11.0520917,46.007862,"",23.0,1572.71,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884153,true,2006-05-02 20:00:55.000,11.0521634,46.0110193,"",13.0,1579.94,,"9.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884154,true,2006-05-03 00:01:23.000,11.0510225,46.0108704,"",16.0,1583.41,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884155,true,2006-05-03 04:00:55.000,11.0522675,46.006052,"",13.0,1579.34,,"3.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884156,true,2006-05-03 08:02:16.000,11.054014,46.0064615,"",25.0,1560.4,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884157,true,2006-05-03 12:02:52.000,11.0536359,46.006696,"",24.0,1563.03,,"11",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884158,true,2006-05-03 16:01:46.000,11.0524166,46.0065857,"",22.0,1570.7,,"4.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884159,true,2006-05-03 20:02:21.000,11.0513085,46.0113779,"",18.0,1576.2,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884160,true,2006-05-04 00:00:47.000,11.0477801,46.0119839,"",18.0,1602.89,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884161,true,2006-05-04 04:01:42.000,11.0516319,46.0094993,"",18.0,1595.74,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884162,true,2006-05-04 08:01:39.000,11.0596131,46.0069007,"",32.0,1598.05,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884163,true,2006-05-04 12:01:21.000,11.0527885,46.0102671,"",24.0,1549.47,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884164,true,2006-05-04 16:01:11.000,11.0519448,46.0099847,"",24.0,1563.11,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884165,true,2006-05-04 20:00:50.000,11.0516016,46.0124201,"",16.0,1558.86,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884166,true,2006-05-05 00:00:54.000,11.0543604,46.012344,"",14.0,1529.51,,"3.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884167,true,2006-05-05 04:03:10.000,,,"",18.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884168,true,2006-05-05 08:02:57.000,11.0535443,46.0090219,"",16.0,1567.76,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884169,true,2006-05-05 12:01:41.000,11.0594206,46.0105614,"",19.0,1566.53,,"6.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884170,true,2006-05-06 20:01:52.000,11.0511891,46.0109016,"",16.0,1574.5,,"3",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884171,true,2006-05-07 00:01:12.000,11.0503488,46.0141777,"",20.0,1582.9,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884172,true,2006-05-07 04:01:24.000,11.0534004,46.007804,"",13.0,1562.26,,"4.4",3.36,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884173,true,2006-05-07 08:02:39.000,11.0586334,46.0110925,"",22.0,1566.52,,"14.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884174,true,2006-05-07 12:01:50.000,11.055052,46.0111477,"",26.0,1530.03,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884175,true,2006-05-07 16:02:15.000,11.0568063,46.010062,"",25.0,1529.78,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884176,true,2006-05-07 20:00:54.000,11.0517192,46.0115882,"",15.0,1553.63,,"9.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884177,true,2006-05-08 00:01:41.000,11.052271,46.0121464,"",22.0,1550.71,,"2.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884178,true,2006-05-08 04:00:48.000,11.0573667,46.0125916,"",18.0,1523.78,,"7",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884179,true,2006-05-08 08:03:04.000,,,"",21.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884180,true,2006-05-08 12:01:23.000,11.056882,46.0090579,"",23.0,1536.09,,"3",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884181,true,2006-05-08 16:03:07.000,,,"",23.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884182,true,2006-05-08 20:00:49.000,11.0581321,46.013464,"",18.0,1517.72,,"5.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884183,true,2006-05-09 00:01:52.000,11.0503575,46.0124042,"",21.0,1531.39,,"5.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884184,true,2006-05-09 04:03:04.000,,,"",19.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884185,true,2006-05-09 08:00:49.000,11.0524784,46.0111675,"",19.0,1559.86,,"2.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884186,true,2006-05-09 12:01:57.000,11.0524792,46.012067,"",15.0,1557.84,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884187,true,2006-05-09 16:01:23.000,11.0525139,46.012031,"",16.0,1533.91,,"3.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884188,true,2006-05-09 20:01:41.000,11.058484,46.0127483,"",18.0,1497.23,,"2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884189,true,2006-05-10 00:01:14.000,11.0527962,46.0085409,"",17.0,1541.54,,"6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884190,true,2006-05-10 04:00:54.000,11.0518586,46.011662,"",17.0,1565.17,,"5",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884191,true,2006-05-11 12:01:12.000,11.0550504,46.0101563,"",27.0,1566.92,,"3.2",3.52,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884192,true,2006-05-11 16:03:04.000,,,"",24.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884193,true,2006-05-11 20:00:47.000,11.0534354,46.00853,"",16.0,1573.29,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884194,true,2006-05-12 00:01:18.000,11.0511502,46.0110793,"",16.0,1572.11,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884195,true,2006-05-12 04:00:49.000,11.0547685,46.0085872,"",17.0,1554.64,,"2.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884196,true,2006-05-12 08:03:05.000,,,"",20.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884197,true,2006-05-12 12:00:47.000,11.0555463,46.0096975,"",27.0,1568.9,,"7.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884198,true,2006-05-12 16:02:18.000,11.0532557,46.0117095,"",24.0,1561.46,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884199,true,2006-05-12 20:01:44.000,11.0524393,46.0075753,"",20.0,1559.0,,"16.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884200,true,2006-05-13 00:00:54.000,11.0497896,46.0114305,"",17.0,1585.85,,"1.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884201,true,2006-05-13 04:03:05.000,11.0584355,46.0096751,"",17.0,1583.82,,"6.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884202,true,2006-05-13 08:03:04.000,11.0568261,46.0084033,"",24.0,1582.72,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884203,true,2006-05-13 12:02:23.000,11.0562719,46.0086499,"",24.0,1552.08,,"2.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884204,true,2006-05-13 16:02:11.000,11.056745,46.0096374,"",24.0,1530.89,,"4.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884205,true,2006-05-13 20:01:24.000,11.0520537,46.0079407,"",20.0,1580.94,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884206,true,2006-05-14 00:02:44.000,11.0512773,46.0099105,"",18.0,1575.23,,"4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884207,true,2006-05-14 04:01:42.000,,,"",20.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884208,true,2006-05-14 08:02:00.000,11.0572088,46.0116256,"",21.0,1517.65,,"4.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884209,true,2006-05-14 12:01:20.000,11.0566358,46.0101957,"",26.0,1522.39,,"5.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884210,true,2006-05-14 16:03:04.000,,,"",21.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884211,true,2006-05-14 20:01:18.000,11.0512265,46.0110763,"",21.0,1580.77,,"2.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884212,true,2006-05-15 00:00:55.000,11.0509365,46.0102823,"",13.0,1579.82,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884213,true,2006-05-15 04:01:49.000,11.0532126,46.0067885,"",16.0,1560.06,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884214,true,2006-05-15 08:02:52.000,11.0574177,46.0088802,"",21.0,1555.17,,"4.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884215,true,2006-05-15 12:01:25.000,11.0547659,46.0102886,"",26.0,1556.89,,"4.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884216,true,2006-05-15 16:01:52.000,11.0543542,46.0100961,"",27.0,1559.49,,"3.8",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884217,true,2006-05-15 20:03:04.000,,,"",23.0,,,"16",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884218,true,2006-05-16 00:01:47.000,11.0513255,46.0113804,"",21.0,1559.26,,"3.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884219,true,2006-05-16 04:01:50.000,11.0524877,46.009834,"",18.0,1573.72,,"5.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884220,true,2006-05-16 08:01:52.000,11.0551387,46.0075261,"",26.0,1574.01,,"3.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884221,true,2006-05-16 12:01:42.000,11.0555534,46.0114841,"",27.0,1507.82,,"4.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884222,true,2006-05-16 16:03:03.000,11.0570837,46.0094966,"",26.0,1501.52,,"5.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884223,true,2006-05-16 20:03:04.000,11.0524416,46.0066225,"",19.0,1568.15,,"4.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884224,true,2006-05-17 00:01:41.000,11.0501019,46.0122192,"",23.0,1573.47,,"4.2",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884225,true,2006-05-17 04:01:45.000,11.0539546,46.0070826,"",19.0,1538.22,,"11.6",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884226,true,2006-05-17 08:01:08.000,11.0558299,46.0116174,"",26.0,1537.99,,"5.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884227,true,2006-05-17 12:03:10.000,,,"",31.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
181884228,true,2006-05-17 16:03:10.000,,,"",27.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM01508","Sandro (M06)","EuroDeer: Roe deer in Italy 2005-2008"
